id,query,language,difficulty,transformation_types,ontology,gold_mode,gold_targets,acceptable_target_sets,predicted_ranking,confidence,closest_competing_template,source_seed_id,validation_status,partition,challenge_type,abstained,system_error
vir-v2-challenge-multi-050,先做 bamboo weaving heritage 的非遗科普展板，plus a biometric passport photo of me。 vertical 4:5。,mixed,high,"[""multi_intent"",""code_switch"",""supported_plus_unsupported""]","{""subject_event"":""traditional heritage craft + identity portrait"",""information_type"":""history, process, meaning, and preservation + unsupported portrait creation"",""style_layout"":""dense A3 heritage information board + official photo""}",multi,"[""template-intangible-heritage""]",[],[],0.071082,template-intangible-heritage,,needs_review,challenge,supported_plus_unsupported,true,
vir-v2-challenge-multi-051,做一套两张配套视觉：第一张是爱因斯坦的人生原则的名人原则信息图，第二张是足球位置 MBTI的MBTI 十六型角色图。 用竖版 4:5 排版。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""single famous or historical person + MBTI types or MBTI-mapped character set"",""information_type"":""life principles, habits, and lessons + personality classification and behavior comparison"",""style_layout"":""portrait-led educational principles infographic + labeled cartoon multi-character chart""}",multi,"[""template-figure-principles-infographic"",""template-mbti-generic""]",[],[],0.023599,template-mbti-generic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-052,"Create two coordinated visuals: an interior mood board for warm minimalist bedroom, and a self-care infographic for screen-free weekend ideas. Vertical 4:5.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""interior space design + cozy everyday lifestyle"",""information_type"":""style and material inspiration + tips, habits, or aesthetic inspiration"",""style_layout"":""interior mood board + warm watercolor infographic poster""}",multi,"[""template-interior-design-mood-board-generator"",""template-lifestyle-watercolor-infographic""]",[],"[{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.170854,""rank"":1},{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.141524,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.099844,""rank"":3},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.091988,""rank"":4},{""template_id"":""template-figure-principles-infographic"",""score"":0.091837,""rank"":5}]",0.170854,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-053,做 two coordinated visuals：a nine-character cast grid for classic anime protagonists，再做 a portrait-led habits poster for Steve Jobs on focus and design。 vertical 4:5。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""fandom or themed character ensemble + single famous or historical person"",""information_type"":""character collection and showcase + life principles, habits, and lessons"",""style_layout"":""vertical cinematic character grid poster + portrait-led educational principles infographic""}",multi,"[""template-fandom-character-grid-poster"",""template-figure-principles-infographic""]",[],"[{""template_id"":""template-fandom-character-grid-poster"",""score"":0.148872,""rank"":1},{""template_id"":""template-figure-principles-infographic"",""score"":0.13964,""rank"":2},{""template_id"":""template-mbti-generic"",""score"":0.115007,""rank"":3},{""template_id"":""template-vocabulary"",""score"":0.113707,""rank"":4},{""template_id"":""template-species-science"",""score"":0.097674,""rank"":5}]",0.148872,template-fandom-character-grid-poster,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-054,做一套两张配套视觉：第一张是暖光台灯的温馨产品海报，第二张是麻婆豆腐的食谱海报。 用竖版 4:5 排版。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""small home or lifestyle product + named dish"",""information_type"":""promotion and feature highlighting + ingredients and cooking instructions"",""style_layout"":""warm single-product advertising poster + food-photography recipe poster""}",multi,"[""template-product-poster"",""template-recipe""]",[],[],0.011706,template-product-poster,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-055,"Create an ESL word-pair infographic for tricky homophones for grade five, plus a biometric passport photo of me. Social, informative tone.",en,medium,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""English confusing word relationships + identity portrait"",""information_type"":""definition and distinction + unsupported portrait creation"",""style_layout"":""boxed educational word-list infographic + official photo""}",multi,"[""template-english-grammar-wordlist-infographic""]",[],"[{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.1344,""rank"":1},{""template_id"":""template-vocabulary"",""score"":0.08134,""rank"":2},{""template_id"":""template-recipe"",""score"":0.08,""rank"":3},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.075444,""rank"":4},{""template_id"":""template-education-card"",""score"":0.074324,""rank"":5}]",0.1344,template-english-grammar-wordlist-infographic,,needs_review,challenge,supported_plus_unsupported,false,
vir-v2-challenge-multi-056,做 two coordinated visuals：a room palette and material board for industrial dining bar，再做 a scientific species poster for ginkgo tree。 social-friendly，信息靠谱。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""interior space design + single plant or animal species"",""information_type"":""style and material inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""interior mood board + central-species modular science infographic""}",multi,"[""template-interior-design-mood-board-generator"",""template-species-science""]",[],"[{""template_id"":""template-interior-design-mood-board-generator"",""score"":0.15142,""rank"":1},{""template_id"":""template-species-science"",""score"":0.113965,""rank"":2},{""template_id"":""template-vocabulary"",""score"":0.103937,""rank"":3},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.094488,""rank"":4},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.090909,""rank"":5}]",0.15142,template-interior-design-mood-board-generator,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-057,做一套两张配套视觉：第一张是无屏幕周末灵感的水彩生活方式指南，第二张是玳瑁的物种科普信息图。 语气轻松但信息要靠谱。,zh,high,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""cozy everyday lifestyle + single plant or animal species"",""information_type"":""tips, habits, or aesthetic inspiration + scientific facts, anatomy, habitat, and conservation"",""style_layout"":""warm watercolor infographic poster + central-species modular science infographic""}",multi,"[""template-lifestyle-watercolor-infographic"",""template-species-science""]",[],[],0.02418,template-lifestyle-watercolor-infographic,,needs_review,challenge,multi_intent,true,
vir-v2-challenge-multi-058,"Create two coordinated visuals: a 16-type MBTI character chart for mythology figures mapped to MBTI, and a two-type relationship infographic for ISTP and ESFJ compatibility. Social, informative tone.",en,medium,"[""multi_intent"",""multi_clause"",""paired_artifacts""]","{""subject_event"":""MBTI types or MBTI-mapped character set + pair of MBTI personality types"",""information_type"":""personality classification and behavior comparison + relationship compatibility comparison"",""style_layout"":""labeled cartoon multi-character chart + cute dual-character comparison infographic""}",multi,"[""template-mbti-generic"",""template-mbti-personality-compatibility-infographic""]",[],"[{""template_id"":""template-mbti-personality-compatibility-infographic"",""score"":0.203523,""rank"":1},{""template_id"":""template-mbti-generic"",""score"":0.158273,""rank"":2},{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.090909,""rank"":3},{""template_id"":""template-species-science"",""score"":0.08953,""rank"":4},{""template_id"":""template-fandom-character-grid-poster"",""score"":0.088608,""rank"":5}]",0.203523,template-mbti-personality-compatibility-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-059,做 two coordinated visuals：an educational explainer infographic for how interest rates affect us，再做 a boxed confusing-words guide for sea and see sound-alike words。 social-friendly，信息靠谱。,mixed,high,"[""multi_intent"",""code_switch"",""paired_artifacts""]","{""subject_event"":""general educational topic + English confusing word relationships"",""information_type"":""accessible explanation and key facts + definition and distinction"",""style_layout"":""modular 3:4 knowledge card infographic + boxed educational word-list infographic""}",multi,"[""template-education-card"",""template-english-grammar-wordlist-infographic""]",[],"[{""template_id"":""template-english-grammar-wordlist-infographic"",""score"":0.159817,""rank"":1},{""template_id"":""template-education-card"",""score"":0.129161,""rank"":2},{""template_id"":""template-lifestyle-watercolor-infographic"",""score"":0.124031,""rank"":3},{""template_id"":""template-species-science"",""score"":0.113846,""rank"":4},{""template_id"":""template-figure-principles-infographic"",""score"":0.107143,""rank"":5}]",0.159817,template-english-grammar-wordlist-infographic,,needs_review,challenge,multi_intent,false,
vir-v2-challenge-multi-060,先做传奇奇幻战士的九宫格角色海报，再配一张符合护照标准的本人证件照。 语气轻松但信息要靠谱。,zh,high,"[""multi_intent"",""multi_clause"",""supported_plus_unsupported""]","{""subject_event"":""fandom or themed character ensemble + identity portrait"",""information_type"":""character collection and showcase + unsupported portrait creation"",""style_layout"":""vertical cinematic character grid poster + official photo""}",multi,"[""template-fandom-character-grid-poster""]",[],[],0.016,template-fandom-character-grid-poster,,needs_review,challenge,supported_plus_unsupported,true,
